,Unnamed: 0.1,Unnamed: 0,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price,PPP,delinq,appr,depr,loanID
0,0,226942,2019,6621,178558,73,2,4.25,185000,20.66,38.24,3,3,Current,253424.6575,305500,20.54865,178558,184018.42857142858,False,False,False,CEA2E0D6
