,Unnamed: 0,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price,PPP,delinq,appr,depr,loanID,last_updated,neighbor_min,neighbor_max
0,28,2021,6893,66500,47,2,2.375,66500,11.89,31.34,4,3,Current,141489.3617,110000,-22.255639,66500,75357.14285714286,False,False,False,A4711328,2023-04-25 15:29,52000,93000
