Loan Number,Price,Unpaid Principal Balance,Loan Term,Current Interest Rate,Value,LTV,PropType,Occupancy,PPP
5A18329F9,2000000.00, 2000000.00,15 years,7.00%,2500000.00,75%,Single Family Residence (SFR),Secondary Residence, 200000
