,Unnamed: 0,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price,PPP,delinq,appr,depr,loanID
0,4,2021,4420,170000,73,1,3,170000,22.92,33.05,5,9,Current,232876.7123,232876.7123,0,170000,167775.42857142858,False,False,False,2DF36D4E
