Title,Owner,Asset Type,Unpaid Principal Balance,Loan Term, Note Rate,PPP,Value,LTV,PropType,Occupancy
East Cottonwood,ECOT,Mortgage Token,"$2,000,000.00 ",15 years,7.00%,____,"$2,500,000.00 ",75%,Single Family Residence (SFR),Secondary Residence
